0	medycyna	abaise	2
0	medycyna	abaisser	1
0	medycyna	abbazie	2
0	medycyna	abbildung	8
0	medycyna	abbildungen	20
0	medycyna	abces	53
0	medycyna	abdanski	3
0	medycyna	abdańskl	2
0	medycyna	abderhala	1
0	medycyna	abderhalden	64
0	medycyna	abderhaldschnia	2
0	medycyna	abdominał	15
1	medycyna	abdominalis	56
1	medycyna	abdominalmyalgia	1
0	medycyna	abdominis	8
0	medycyna	abdomina	4
1	medycyna	abdominoskopia	1
0	medycyna	abducentis	3
0	medycyna	abecny	43
0	medycyna	abell	1
0	medycyna	abennals	2
0	medycyna	abest	1
0	medycyna	abgebildet	8
0	medycyna	abgesehnia	2
0	medycyna	abhandlugen	2
0	medycyna	abhandlungen	28
0	medycyna	abisynja	5
0	medycyna	ablahadion	2
0	medycyna	ableiten	4
0	medycyna	ableitung	2
0	medycyna	ablosungs	2
0	medycyna	abnormalitateny	2
0	medycyna	abolitarum	2
0	medycyna	abonneja	2
0	medycyna	abonnement	2
0	medycyna	abortif	4
0	medycyna	abortion	1
0	medycyna	abowiem	8
0	medycyna	abrachja	2
0	medycyna	abrahamera	2
0	medycyna	abramson	2
0	medycyna	abrodil	43
0	medycyna	abrroy	1
0	medycyna	abruzzeć	2
0	medycyna	abryka	40
0	medycyna	abrykfl	1
0	medycyna	abscessus	200
0	medycyna	abseesa	1
0	medycyna	absetzny	2
0	medycyna	absichta	6
0	medycyna	absolntny	5
0	medycyna	absolue	9
0	medycyna	absoluta	1
0	medycyna	absolutum	5
0	medycyna	absor	1
1	medycyna	absorbcyjny	265
0	medycyna	absque	2
0	medycyna	abstammung	2
0	medycyna	absura	1
0	medycyna	abulatoryjnie	1
0	medycyna	aburzny	3
0	medycyna	abuscć	1
0	medycyna	abusy	5
0	medycyna	abusus	4
0	medycyna	abysć	1
0	medycyna	abysta	3
0	medycyna	academica	2
0	medycyna	academia	46
0	medycyna	acanthosis	9
0	medycyna	acbrodekslryna	2
0	medycyna	acbylia	7
0	medycyna	accademia	3
0	medycyna	accalmies	2
0	medycyna	accelerans	3
0	medycyna	accelerantes	3
0	medycyna	accelerantium	4
0	medycyna	accessorius	12
0	medycyna	accidentellement	2
0	medycyna	accidents	62
0	medycyna	acclton	1
0	medycyna	accompla	2
0	medycyna	accret	4
0	medycyna	accroissement	5
0	medycyna	accroit	2
0	medycyna	accuminatus	5
0	medycyna	accumulation	3
0	medycyna	acecolina	17
0	medycyna	acero	2
0	medycyna	acetica	3
0	medycyna	acetić	19
0	medycyna	aceticum	15
0	medycyna	aceta	6
0	medycyna	acetvn	2
0	medycyna	acet	5
0	medycyna	acetylarsanie	6
1	medycyna	acetylarsan	202
0	medycyna	acetylcho	1
0	medycyna	acetyla	15
0	medycyna	acetyloeholina	2
0	medycyna	aceveda	4
0	medycyna	achard	36
0	medycyna	achelis	7
0	medycyna	achholz	2
0	medycyna	achidzamianc	2
0	medycyna	achilies	6
0	medycyna	achilleum	2
0	medycyna	achma	2
0	medycyna	achmatowicz	37
0	medycyna	achować	1
0	medycyna	achrestyczny	1
1	medycyna	achyliczny	6
0	medycyna	acidemia	4
0	medycyna	acidifianty	3
0	medycyna	acidophić	1
0	medycyna	acidos	1
0	medycyna	acidose	16
0	medycyna	acinosa	2
0	medycyna	acitinomycosis	1
0	medycyna	acjcnt	2
0	medycyna	acjent	4
0	medycyna	acker	2
0	medycyna	ackerly	1
0	medycyna	aclltum	2
0	medycyna	aclnllesowy	2
0	medycyna	acneiformy	4
0	medycyna	acnitis	1
0	medycyna	acnodzić	1
0	medycyna	acnyl	6
0	medycyna	aconity	6
0	medycyna	acownikow	1
0	medycyna	acquisitions	5
0	medycyna	acquisitum	2
0	medycyna	acromię	7
0	medycyna	acrosarcomatosis	1
0	medycyna	actaque	2
0	medycyna	actes	2
0	medycyna	actif	7
0	medycyna	actinomyces	5
0	medycyna	actinomycose	1
0	medycyna	action	139
0	medycyna	actions	4
0	medycyna	actitran	25
0	medycyna	actitranie	1
0	medycyna	activity	5
0	medycyna	actllel	2
0	medycyna	actuelles	26
0	medycyna	actum	1
0	medycyna	acować	1
0	medycyna	acula	1
0	medycyna	acuminatum	1
0	medycyna	acusticay	1
0	medycyna	acusticum	6
0	medycyna	acuć	27
0	medycyna	acuten	7
0	medycyna	acutissimo	2
0	medycyna	acutum	25
0	medycyna	acutus	26
0	medycyna	acy	6
0	medycyna	acyjny	8
0	medycyna	acywanie	1
0	medycyna	aczanowsko	1
0	medycyna	aczej	10
0	medycyna	aczka	10
0	medycyna	aczkolwa	3
0	medycyna	aczyla	1
0	medycyna	aczyn	4
0	medycyna	adacz	2
0	medycyna	adair	9
0	medycyna	adalinia	4
0	medycyna	adamantina	6
0	medycyna	adametz	9
0	medycyna	adamm	1
0	medycyna	adamsk	2
0	medycyna	adaptees	2
0	medycyna	addillon	1
0	medycyna	addisoń	11
0	medycyna	addisonizm	3
0	medycyna	addisonowska	1
0	medycyna	addition	2
0	medycyna	addukcjq	1
0	medycyna	adenilowy	28
0	medycyna	adenitis	7
1	medycyna	adenofibroza	4
0	medycyna	adenoidainy	1
0	medycyna	adenoidalnyeh	2
1	medycyna	adenoidalny	805
0	medycyna	adenoides	11
0	medycyna	adena	77
0	medycyna	adenomat	4
0	medycyna	adenomyosis	134
0	medycyna	adenomyositis	5
1	medycyna	adenopatja	88
0	medycyna	adent	2
1	medycyna	adenylofosfataz	28
0	medycyna	aderlassa	3
0	medycyna	adhaerens	4
0	medycyna	adhaesiones	52
0	medycyna	adhaesionibus	1
0	medycyna	adhaesive	21
0	medycyna	adhuco	4
0	medycyna	adiacentibus	2
0	medycyna	adiadochokinesis	3
1	medycyna	adiadoehokineza	1
0	medycyna	adiaforia	1
0	medycyna	adiaforjq	1
0	medycyna	adid	1
0	medycyna	adimnistracja	1
0	medycyna	adipeux	2
0	medycyna	adiposa	19
0	medycyna	adison	1
0	medycyna	aditus	17
0	medycyna	adiutować	2
0	medycyna	adiuvans	21
0	medycyna	adek	63
0	medycyna	adkow	14
0	medycyna	adlega	1
0	medycyna	adlerowski	2
0	medycyna	adlersberg	57
0	medycyna	adliwy	6
0	medycyna	admettry	8
0	medycyna	admienica	7
0	medycyna	admienie	6
0	medycyna	admierny	20
0	medycyna	admimsuacja	2
0	medycyna	administiacja	2
0	medycyna	administmcja	1
0	medycyna	administr	2
0	medycyna	administraca	6
0	medycyna	administracjin	1
0	medycyna	administracyjn	21
0	medycyna	administry	22
0	medycyna	administrea	6
0	medycyna	admtufbtrma	1
0	medycyna	adny	19
1	medycyna	adneksotomia	2
0	medycyna	adno	1
0	medycyna	adnexitis	54
0	medycyna	adnexotomia	6
0	medycyna	adnextumor	2
0	medycyna	aść	45
0	medycyna	adnna	5
0	medycyna	adniimsitacja	2
0	medycyna	adolescens	2
0	medycyna	adoptometr	8
1	medycyna	adralgesyno	3
1	medycyna	adralgesyn	1
0	medycyna	adrenahn	7
0	medycyna	adrenahny	3
0	medycyna	adrenal	17
1	medycyna	adrenalinemia	76
0	medycyna	adrenalinć	3
1	medycyna	adrenalinów	7
0	medycyna	adrenalinq	31
0	medycyna	adrenalins	1
1	medycyna	adrenalotropowy	6
1	medycyna	adrennlina	15
1	medycyna	adrenolina	3
0	medycyna	adrenosteron	1
0	medycyna	adresowac	3
0	medycyna	adresse	2
0	medycyna	adrjózefjasieński	2
0	medycyna	adsonbcja	1
0	medycyna	adsorb	2
1	medycyna	adsorbcyjny	26
0	medycyna	adsorbcyjn	1
0	medycyna	adstr	1
0	medycyna	adsumus	2
0	medycyna	adować	2
0	medycyna	adult	2
0	medycyna	adults	2
0	medycyna	advances	10
